Frame_BFC,Back_Knee_Angle_BFC,Frame_FFC,Stride_Length_m,Stride_Length_in,Alignment,Max_Elbow_Angle,Hip_Shoulder_Separation,Frame_Release,Front_Knee_Angle_Release,Delivery_Reach_m,Delivery_Reach_in,Lateral_Flexion
113,129.31838235673013,192,1.640135103916144,64.57228305468898,side-on,10.544699874152002,29.99329371176182,245,114.13894055722395,0.03422128333007215,1.3472953468332736,135.6683906731181
