frame,joint0_x,joint0_y,joint0_z,joint1_x,joint1_y,joint1_z,joint2_x,joint2_y,joint2_z,joint3_x,joint3_y,joint3_z,joint4_x,joint4_y,joint4_z,joint5_x,joint5_y,joint5_z,joint6_x,joint6_y,joint6_z,joint7_x,joint7_y,joint7_z,joint8_x,joint8_y,joint8_z,joint9_x,joint9_y,joint9_z,joint10_x,joint10_y,joint10_z,joint11_x,joint11_y,joint11_z,joint12_x,joint12_y,joint12_z,joint13_x,joint13_y,joint13_z,joint14_x,joint14_y,joint14_z,joint15_x,joint15_y,joint15_z,joint16_x,joint16_y,joint16_z,joint17_x,joint17_y,joint17_z,joint18_x,joint18_y,joint18_z,joint19_x,joint19_y,joint19_z,joint20_x,joint20_y,joint20_z,joint21_x,joint21_y,joint21_z,joint22_x,joint22_y,joint22_z,joint23_x,joint23_y,joint23_z
192,0.49159038,0.30644125,6.9175158,0.5423705,0.40672436,6.928098,0.41523325,0.38440552,6.89874,0.4984104,0.20412093,6.9525337,0.81523323,0.61360115,6.762951,0.19837797,0.70363116,6.8682775,0.5387416,0.07674399,6.9295115,1.0348864,0.883991,6.566404,-0.033792973,0.84371394,7.162232,0.55193025,0.022485197,6.9169607,1.1591449,0.85380757,6.5305243,-0.11183363,0.9482044,7.136724,0.6020326,-0.17480195,6.9809933,0.654539,-0.068773985,6.960196,0.5060307,-0.103357494,6.970484,0.64398205,-0.2474398,6.97829,0.74657345,-0.064041674,6.9621058,0.4144745,-0.1317231,6.9882407,0.9192118,0.13003585,6.966113,0.18232566,-0.036208093,7.01687,0.92053425,0.2969154,6.7850213,-0.06462616,0.020195067,7.0251393,0.94766545,0.31060624,6.7072363,-0.13429743,-0.010058701,7.0592537
