frame,joint0_x,joint0_y,joint0_z,joint1_x,joint1_y,joint1_z,joint2_x,joint2_y,joint2_z,joint3_x,joint3_y,joint3_z,joint4_x,joint4_y,joint4_z,joint5_x,joint5_y,joint5_z,joint6_x,joint6_y,joint6_z,joint7_x,joint7_y,joint7_z,joint8_x,joint8_y,joint8_z,joint9_x,joint9_y,joint9_z,joint10_x,joint10_y,joint10_z,joint11_x,joint11_y,joint11_z,joint12_x,joint12_y,joint12_z,joint13_x,joint13_y,joint13_z,joint14_x,joint14_y,joint14_z,joint15_x,joint15_y,joint15_z,joint16_x,joint16_y,joint16_z,joint17_x,joint17_y,joint17_z,joint18_x,joint18_y,joint18_z,joint19_x,joint19_y,joint19_z,joint20_x,joint20_y,joint20_z,joint21_x,joint21_y,joint21_z,joint22_x,joint22_y,joint22_z,joint23_x,joint23_y,joint23_z
49,-0.8820123,-0.04709883,7.107145,-0.8209297,0.037285015,7.1506834,-0.92411226,0.04771004,7.068412,-0.91298676,-0.14874247,7.1283903,-0.6618902,0.3706947,7.0608497,-0.8240751,0.35375074,6.8534913,-0.9239248,-0.27892637,7.0921407,-0.97708076,0.38983,7.3063645,-0.82629037,0.6808956,7.0835066,-0.9309844,-0.33196896,7.07184,-1.0020503,0.5100553,7.356971,-0.78532004,0.7375055,6.9704757,-1.0173407,-0.52709246,7.070414,-0.9221461,-0.46900302,7.115079,-1.048265,-0.41291702,7.0494666,-1.0038247,-0.59754837,7.026864,-0.86701936,-0.54242736,7.123222,-1.1132283,-0.41357917,6.976791,-0.7078037,-0.7079789,7.0018578,-0.9700391,-0.31582654,6.793005,-0.9245777,-0.70890933,6.885012,-0.929607,-0.5514917,6.877042,-1.0051761,-0.7204889,6.903557,-0.95905906,-0.6287808,6.88664
50,-0.8705917,-0.045548126,7.110303,-0.80853826,0.03905943,7.1519957,-0.91240776,0.04895387,7.0705266,-0.90205383,-0.14664358,7.133369,-0.64333856,0.36713555,7.054012,-0.8194422,0.35495418,6.8523974,-0.9136694,-0.2770218,7.0980406,-0.95786726,0.39093065,7.299968,-0.8194109,0.6843935,7.079125,-0.9208036,-0.3301591,7.0780153,-0.98158616,0.51215434,7.348761,-0.78111446,0.740891,6.9651046,-1.007521,-0.5251235,7.076767,-0.9123205,-0.4671258,7.121538,-1.0381838,-0.4109312,7.0555296,-0.9927558,-0.5955192,7.0335264,-0.8571368,-0.5405041,7.1297097,-1.102609,-0.41141495,6.9823747,-0.7002131,-0.711661,7.013235,-0.9546729,-0.31163365,6.803505,-0.91669345,-0.71286917,6.8958488,-0.91921794,-0.54905546,6.884799,-0.99731445,-0.72162664,6.9157896,-0.9494932,-0.62614024,6.8934307
51,-0.8566409,-0.04230167,7.108313,-0.7946962,0.042497933,7.1497765,-0.89941025,0.052117728,7.0693626,-0.8872676,-0.14368603,7.131235,-0.62437457,0.3663874,7.0467625,-0.81239134,0.3579516,6.848563,-0.8984432,-0.27386242,7.0950313,-0.9404455,0.39895242,7.2897186,-0.8090405,0.6921924,7.0681252,-0.9057585,-0.32691723,7.074853,-0.9625465,0.5212817,7.3364697,-0.77526355,0.74775684,6.9522333,-0.9924381,-0.5218706,7.0713286,-0.8969978,-0.4644854,7.1163783,-1.0232465,-0.40739763,7.051889,-0.9780186,-0.59197134,7.0274963,-0.8427627,-0.5387588,7.1225753,-1.0881196,-0.40815324,6.9791336,-0.68980265,-0.7106751,7.002018,-0.9391403,-0.3070767,6.801864,-0.904018,-0.71081394,6.8805413,-0.9037244,-0.54391533,6.884858,-0.9846784,-0.72130734,6.8994584,-0.9361381,-0.6203017,6.89176
52,-0.8496929,-0.041897684,7.113419,-0.78791577,0.0430554,7.154818,-0.8924864,0.052393153,7.074185,-0.8802575,-0.14326467,7.1365004,-0.6162996,0.36596859,7.050892,-0.80884916,0.35879463,6.852866,-0.89136785,-0.27348614,7.1004386,-0.9337245,0.40092868,7.2917404,-0.8064208,0.6943389,7.070443,-0.89872265,-0.32653356,7.0802555,-0.954497,0.52410907,7.336837,-0.772846,0.7491055,6.9541135,-0.9849541,-0.5216682,7.075872,-0.88953835,-0.46430647,7.121003,-1.0160778,-0.40716314,7.0571365,-0.9700598,-0.5916917,7.032075,-0.8356043,-0.53891414,7.1256094,-1.0809624,-0.4085375,6.9844003,-0.6847266,-0.7117399,7.003735,-0.9325196,-0.30416745,6.808595,-0.8960867,-0.7125755,6.877359,-0.89542735,-0.5427729,6.8855786,-0.97716385,-0.7217842,6.8951287,-0.92627406,-0.619955,6.8905344
53,-0.83857405,-0.039379656,7.1177597,-0.77717423,0.045790985,7.159273,-0.8814154,0.054740936,7.078171,-0.8690034,-0.14077596,7.140891,-0.5968998,0.36056614,7.0455036,-0.7998657,0.3617489,6.856913,-0.8788392,-0.27084357,7.103915,-0.912474,0.40479988,7.287258,-0.8029334,0.6983321,7.072871,-0.88533103,-0.32383633,7.0832973,-0.93276775,0.52844006,7.331302,-0.7674711,0.7543876,6.9577217,-0.97049856,-0.5194117,7.077876,-0.87593114,-0.46156198,7.1241555,-1.0019822,-0.40506738,7.0587635,-0.9555572,-0.5895551,7.034287,-0.8217955,-0.53600234,7.129091,-1.0659149,-0.40725642,6.985209,-0.67755,-0.7174016,7.0117297,-0.9166844,-0.30249912,6.810303,-0.8920218,-0.71610236,6.8907137,-0.8746248,-0.5416823,6.88281,-0.9726891,-0.72392744,6.910854,-0.9021209,-0.62013394,6.88755
54,-0.82211065,-0.036098614,7.0946527,-0.75973535,0.049498588,7.1337647,-0.86535287,0.05754146,7.054366,-0.85243785,-0.13702515,7.119878,-0.57377034,0.35735095,7.0105996,-0.7891892,0.3570737,6.8212595,-0.8634982,-0.26745826,7.0845733,-0.89058954,0.4129783,7.248339,-0.7884602,0.69577503,7.033901,-0.8704999,-0.32058036,7.064461,-0.9105766,0.5387071,7.286173,-0.7540993,0.75195134,6.9184766,-0.95725745,-0.5155157,7.0620193,-0.86149794,-0.4580453,7.1062756,-0.98816377,-0.40108305,7.0424976,-0.940009,-0.58643824,7.020597,-0.8080602,-0.5330308,7.1105165,-1.0537388,-0.40319246,6.970401,-0.6677021,-0.7190276,6.995665,-0.900773,-0.29891562,6.79846,-0.88331604,-0.71848017,6.87669,-0.8461304,-0.5336176,6.8769717,-0.9631301,-0.7270876,6.899705,-0.86825407,-0.61371726,6.88224
55,-0.8149064,-0.034618616,7.08383,-0.7524522,0.051139966,7.12246,-0.8583153,0.058863863,7.043357,-0.8451091,-0.13547258,7.109491,-0.56391203,0.35453463,6.992344,-0.783589,0.35580897,6.806505,-0.8554186,-0.265817,7.073636,-0.88138425,0.41467404,7.2281055,-0.785522,0.69298553,7.021549,-0.86223793,-0.31886315,7.053262,-0.9005479,0.54125565,7.263439,-0.7513833,0.74952835,6.9062376,-0.948171,-0.51414895,7.049856,-0.8525945,-0.4565186,7.0943,-0.97958976,-0.39974207,7.031013,-0.9297483,-0.5846183,7.008167,-0.7996523,-0.53188527,7.0979595,-1.0454301,-0.40201324,6.9591637,-0.66073716,-0.719352,6.9837446,-0.8923105,-0.29838717,6.7869663,-0.87330776,-0.71997726,6.859414,-0.8369943,-0.53364444,6.8633146,-0.9533775,-0.73081553,6.88052,-0.86055756,-0.6134413,6.866539
56,-0.8018557,-0.03258872,7.0808883,-0.7389109,0.053324923,7.11836,-0.84572476,0.06072136,7.040514,-0.83177495,-0.13331227,7.10738,-0.5457369,0.35200208,6.9841905,-0.77524453,0.35925585,6.8043594,-0.8420537,-0.26389349,7.0723886,-0.863436,0.42413467,7.2162533,-0.77543545,0.6966941,7.019001,-0.8490776,-0.31709307,7.05249,-0.88068944,0.55211073,7.247286,-0.7422296,0.75247586,6.9030485,-0.93614113,-0.51190674,7.0529184,-0.839639,-0.45423484,7.0952587,-0.9671762,-0.39758515,7.0329556,-0.91841334,-0.5834126,7.0127196,-0.7874644,-0.5301326,7.098964,-1.0338905,-0.39991152,6.961919,-0.6515048,-0.72054255,6.9860697,-0.87776405,-0.29356682,6.7941356,-0.8594859,-0.7216422,6.8542085,-0.81919265,-0.52693963,6.873769,-0.93982977,-0.7298872,6.8754444,-0.8429364,-0.6067034,6.87644
57,-0.7899787,-0.03233099,7.086905,-0.72675,0.053627044,7.123792,-0.83414817,0.06093009,7.0467453,-0.8197004,-0.13301982,7.1137486,-0.52908456,0.34773764,6.986122,-0.7687039,0.36334223,6.8141017,-0.8294587,-0.26350993,7.0782714,-0.8435169,0.43155074,7.218709,-0.7652946,0.70651376,7.019424,-0.8365733,-0.3165874,7.058081,-0.8566265,0.56059474,7.2472463,-0.732625,0.7587248,6.9016705,-0.92401993,-0.51122737,7.057102,-0.8274315,-0.45404136,7.0999017,-0.95481753,-0.39670897,7.0379148,-0.9068663,-0.58242345,7.016112,-0.7766063,-0.53084606,7.103675,-1.0214998,-0.39801466,6.9668217,-0.6418212,-0.7240198,6.994117,-0.8656888,-0.28880388,6.8005934,-0.845078,-0.7276249,6.855126,-0.79677856,-0.52557045,6.8591413,-0.92594993,-0.7387662,6.8727236,-0.82005614,-0.60551035,6.858178
58,-0.7828813,-0.031157061,7.0798397,-0.72020936,0.05493754,7.1173534,-0.82707965,0.06203726,7.039557,-0.81245184,-0.13200119,7.106264,-0.520296,0.34681755,6.97819,-0.76211375,0.36343715,6.80547,-0.82103854,-0.26217863,7.069364,-0.83553696,0.43257558,7.2089663,-0.76343626,0.70396376,7.0151734,-0.827739,-0.31502303,7.0484343,-0.8486541,0.5619724,7.2358546,-0.7306422,0.7569233,6.897789,-0.9155046,-0.5094737,7.044102,-0.8194887,-0.45291612,7.088975,-0.9457988,-0.3947052,7.02562,-0.89752007,-0.5800797,7.002453,-0.76923305,-0.5301113,7.092391,-1.0106578,-0.39437643,6.952849,-0.63647145,-0.72495484,6.9833198,-0.85165787,-0.28506225,6.7897377,-0.83987427,-0.727949,6.844528,-0.78414214,-0.5237869,6.8415747,-0.9210598,-0.7379811,6.861332,-0.80724335,-0.6037514,6.839301
59,-0.77047473,-0.029502451,7.078935,-0.7069427,0.056483462,7.1152315,-0.8149304,0.063722,7.0390067,-0.8000127,-0.130152,7.106127,-0.5046753,0.34575528,6.9740386,-0.7551588,0.36842823,6.8078346,-0.8088721,-0.26055276,7.07009,-0.81416583,0.43862545,7.209792,-0.75544196,0.7046126,7.0244346,-0.81570107,-0.31345063,7.0493374,-0.8213201,0.5683764,7.237216,-0.7214927,0.7596789,6.908355,-0.90313345,-0.50808173,7.0467057,-0.80655205,-0.45125282,7.089994,-0.93393815,-0.3934073,7.028486,-0.88618845,-0.5786696,7.004592,-0.75641304,-0.52852815,7.09331,-0.9997422,-0.3926345,6.956571,-0.626227,-0.72628075,6.986391,-0.83885455,-0.28145307,6.796603,-0.83480877,-0.73236805,6.8556185,-0.76960003,-0.5198379,6.8477054,-0.9156616,-0.7419937,6.8741727,-0.7909783,-0.60030264,6.8464546
60,-0.7568049,-0.028644845,7.0743527,-0.6919383,0.056443125,7.110404,-0.8010876,0.06533309,7.0360312,-0.7867759,-0.12928969,7.1010838,-0.4843102,0.34227914,6.9699974,-0.7471839,0.37083024,6.80446,-0.79602456,-0.2593437,7.0639095,-0.78538716,0.44416377,7.212816,-0.7459394,0.70180523,7.0289364,-0.8030089,-0.31209323,7.042834,-0.7820415,0.574551,7.2378473,-0.7114223,0.76072335,6.914934,-0.8904486,-0.5067282,7.0407996,-0.7936239,-0.44987443,7.0835075,-0.92136025,-0.39206395,7.022697,-0.87377936,-0.5775709,6.9990053,-0.7428105,-0.52668166,7.087386,-0.986573,-0.38856438,6.9503264,-0.61386555,-0.7268393,6.983481,-0.8171607,-0.27921626,6.7980824,-0.82287395,-0.73773754,6.8537064,-0.7414731,-0.5163988,6.845524,-0.9034357,-0.7494441,6.87233,-0.75962615,-0.5975486,6.8412437
61,-0.75021696,-0.025521398,7.0682454,-0.6848049,0.059118956,7.104365,-0.79426384,0.06882008,7.0305505,-0.7805065,-0.1261511,7.094673,-0.4751102,0.34272453,6.962514,-0.7413691,0.37282193,6.796789,-0.78954077,-0.25588334,7.0563397,-0.77419114,0.45049894,7.205257,-0.7382721,0.70416903,7.020698,-0.79641795,-0.3084787,7.0348473,-0.7646013,0.5811168,7.227293,-0.70451593,0.7640534,6.906972,-0.8832325,-0.50337076,7.031254,-0.78661126,-0.44654155,7.0744524,-0.91450274,-0.3886686,7.0140285,-0.86630476,-0.57377267,6.9888234,-0.7355627,-0.5232111,7.0779476,-0.9794659,-0.38458896,6.941464,-0.6077485,-0.72474444,6.975312,-0.8084287,-0.27672,6.7899833,-0.81414634,-0.73899186,6.8417397,-0.73338956,-0.5140007,6.837961,-0.89526016,-0.7496735,6.8584886,-0.751569,-0.5951332,6.833468
62,-0.7401491,-0.024270117,7.071787,-0.674618,0.059644118,7.1093554,-0.78389436,0.070749305,7.0354686,-0.7707302,-0.12522615,7.0965834,-0.46073788,0.3431372,6.9736624,-0.73244697,0.37150294,6.797226,-0.778902,-0.25446963,7.056448,-0.7579335,0.4527036,7.2179136,-0.7336084,0.69481283,7.0326085,-0.78548807,-0.30681956,7.0342765,-0.73814857,0.5825531,7.237567,-0.69914377,0.75855035,6.9212127,-0.8705543,-0.50237453,7.0268884,-0.77464086,-0.4454587,7.071527,-0.9027601,-0.38766927,7.0115066,-0.85348564,-0.57246494,6.9840016,-0.7242626,-0.522619,7.073697,-0.9673852,-0.38377059,6.938631,-0.5972453,-0.7259486,6.973648,-0.79811096,-0.2736078,6.7868214,-0.7962164,-0.74563503,6.8298855,-0.71199626,-0.5094929,6.821134,-0.8783307,-0.7572553,6.8396983,-0.72647095,-0.5910534,6.8126774
63,-0.7286103,-0.022951558,7.0654383,-0.66303265,0.06058322,7.103764,-0.7725079,0.07243641,7.0302887,-0.75906515,-0.124195576,7.0891943,-0.44461882,0.33885133,6.9645233,-0.7228636,0.37516743,6.794177,-0.7660417,-0.25319117,7.0480485,-0.73706496,0.465172,7.2064056,-0.7276069,0.69459456,7.0347586,-0.77239704,-0.30541402,7.0255127,-0.7063436,0.594088,7.215091,-0.69168293,0.76212543,6.9260926,-0.8570777,-0.50103456,7.0157967,-0.7617319,-0.44430536,7.061866,-0.88929546,-0.38626748,7.000909,-0.8398305,-0.57045865,6.971909,-0.712338,-0.52208155,7.0646043,-0.95308954,-0.38122106,6.927375,-0.58362985,-0.7277698,6.9717994,-0.7835261,-0.26947576,6.7770514,-0.7795114,-0.75105834,6.824379,-0.6860716,-0.50153404,6.806825,-0.86171865,-0.76285994,6.8331404,-0.6950936,-0.58382636,6.7978954
64,-0.72131014,-0.020887569,7.0550284,-0.6554622,0.062476546,7.093262,-0.76519287,0.07463171,7.0202184,-0.7518309,-0.122128725,7.078712,-0.43528557,0.33698088,6.9494033,-0.71545625,0.37511536,6.781273,-0.7582805,-0.25090116,7.0367885,-0.7271638,0.4704004,7.18814,-0.72227067,0.69142723,7.0258865,-0.7644512,-0.30297893,7.0138693,-0.69390446,0.5988839,7.1930776,-0.6870531,0.7611604,6.9183865,-0.84801114,-0.49902922,7.0031624,-0.75285286,-0.44203562,7.049292,-0.88095087,-0.38436085,6.9891167,-0.8302983,-0.56865,6.959774,-0.7035081,-0.51987547,7.0508566,-0.9448031,-0.37940186,6.915627,-0.57634425,-0.72689104,6.958878,-0.7766521,-0.26777354,6.7636395,-0.7707697,-0.754159,6.8102174,-0.6766396,-0.49947625,6.7870116,-0.85288537,-0.7662676,6.8194084,-0.6848234,-0.58174306,6.7770944
65,-0.7098334,-0.019003406,7.0485964,-0.64381003,0.06436017,7.0865273,-0.7535542,0.07648496,7.0134993,-0.74053216,-0.120109916,7.072623,-0.42024603,0.3345714,6.939794,-0.70597917,0.3746801,6.771269,-0.7466352,-0.24919355,7.0316143,-0.7084522,0.48386836,7.173538,-0.7191659,0.6844627,7.0238485,-0.75277865,-0.30143487,7.009063,-0.6671454,0.61008936,7.174307,-0.6810377,0.7603396,6.921632,-0.83608365,-0.49770826,7.0007186,-0.7408316,-0.44009918,7.045881,-0.86925125,-0.38324046,6.9856143,-0.81889296,-0.5675401,6.95746,-0.69061035,-0.5173569,7.048219,-0.9329498,-0.37711847,6.912079,-0.56556344,-0.7275595,6.9606733,-0.7653407,-0.26349843,6.760971,-0.759736,-0.7602944,6.8127875,-0.65044445,-0.48754627,6.7898903,-0.84198874,-0.77162963,6.8217363,-0.6503615,-0.5704613,6.7822576
66,-0.69868946,-0.015498221,7.045401,-0.63227725,0.0678357,7.0827136,-0.74223727,0.079961024,7.0100107,-0.72961634,-0.116396055,7.0700054,-0.4069322,0.33040386,6.9252224,-0.6999411,0.37553233,6.763621,-0.7351455,-0.24560846,7.029322,-0.6910331,0.49183667,7.155906,-0.7139333,0.68366826,7.0181637,-0.7412465,-0.29806346,7.0072603,-0.6462376,0.6167865,7.1514893,-0.67619073,0.7624073,6.9179893,-0.82519704,-0.4941306,7.0007324,-0.7302211,-0.4362455,7.046122,-0.8577673,-0.37976402,6.9836855,-0.8077024,-0.56402224,6.9576926,-0.68004584,-0.5134394,7.050588,-0.9203836,-0.37332582,6.9092526,-0.55625695,-0.72617644,6.9674892,-0.75127804,-0.25753123,6.7615004,-0.7483512,-0.7661062,6.81866,-0.62757814,-0.47575217,6.797734,-0.8307182,-0.7772567,6.826749,-0.6215806,-0.55860686,6.792051
67,-0.690196,-0.014043137,7.03882,-0.62351525,0.0692648,7.075709,-0.7335557,0.08138931,7.0031276,-0.7213411,-0.11476621,7.0638604,-0.39903492,0.3295479,6.913268,-0.6932982,0.37569112,6.754884,-0.7263289,-0.24374506,7.0223746,-0.6809046,0.49676356,7.1425653,-0.7068933,0.6833608,7.010011,-0.7323296,-0.29616386,7.0001993,-0.63475436,0.6210475,7.134677,-0.6693289,0.76265204,6.9102063,-0.81597567,-0.49233463,6.992924,-0.7213908,-0.43436506,7.0390177,-0.84857786,-0.37799606,6.975752,-0.79753,-0.5617683,6.9495416,-0.6710943,-0.5114542,7.043907,-0.9106014,-0.37128273,6.900849,-0.5483806,-0.72488785,6.9610004,-0.7413624,-0.25399366,6.754434,-0.73898,-0.7676389,6.811037,-0.61361957,-0.46918282,6.794562,-0.8211432,-0.7801689,6.819179,-0.6052025,-0.5518799,6.789713
68,-0.6812817,-0.013176978,7.051207,-0.61428577,0.06990169,7.088042,-0.7242114,0.082387306,7.015348,-0.71286887,-0.113735214,7.0763564,-0.3867252,0.3290199,6.928043,-0.68792635,0.374519,6.763949,-0.7176025,-0.24275963,7.0349827,-0.66410017,0.510938,7.1515555,-0.70446914,0.68155706,7.0196624,-0.7237857,-0.29524887,7.0130253,-0.6116539,0.63248354,7.140848,-0.6658571,0.7655415,6.92419,-0.80692244,-0.49160963,7.005069,-0.71227336,-0.43363214,7.05102,-0.8399254,-0.3772692,6.9886923,-0.78865415,-0.5603946,6.960592,-0.6617684,-0.51066923,7.0543256,-0.9019182,-0.3705845,6.913761,-0.5400593,-0.7232257,6.9677644,-0.73017466,-0.2519977,6.7713633,-0.7266708,-0.7746614,6.8155303,-0.5952791,-0.46408397,6.803882,-0.8087591,-0.7892286,6.820367,-0.58436286,-0.5463044,6.7965484
69,-0.66694444,-0.011237249,7.0443983,-0.6002522,0.07190001,7.08165,-0.71008956,0.08433257,7.008814,-0.6982831,-0.11197731,7.0691276,-0.36871248,0.32985637,6.925529,-0.68019634,0.37412548,6.7538905,-0.7019578,-0.24047211,7.0260334,-0.6413148,0.51861775,7.1492386,-0.69384843,0.6812804,7.009635,-0.70807797,-0.2927499,7.00356,-0.58593047,0.63850963,7.1351995,-0.65303767,0.7667749,6.916445,-0.79275477,-0.48836544,6.99371,-0.6982196,-0.43138084,7.0411153,-0.82458127,-0.3736833,6.9773946,-0.77395886,-0.5563935,6.9482985,-0.64902437,-0.50924194,7.0448403,-0.8852416,-0.36543396,6.9015346,-0.526297,-0.7202964,6.95607,-0.71170455,-0.24219501,6.765399,-0.71305954,-0.7816956,6.807764,-0.57383394,-0.45113042,6.8050547,-0.79402745,-0.80057085,6.8156385,-0.5633459,-0.5336205,6.8007483
70,-0.6592058,-0.008856401,7.037245,-0.5915537,0.07381022,7.0738063,-0.7019625,0.08700429,7.001975,-0.69106644,-0.10933915,7.0623507,-0.36138743,0.33006057,6.9129186,-0.6730195,0.38064837,6.7513866,-0.69470334,-0.23751691,7.0183196,-0.6239335,0.5280968,7.1406026,-0.6843187,0.69249094,7.0015106,-0.7009089,-0.28982288,6.9959354,-0.5674243,0.6469712,7.122878,-0.64017594,0.7782372,6.910087,-0.7850517,-0.48568466,6.98641,-0.6906215,-0.4283819,7.0336404,-0.8172162,-0.3711107,6.969998,-0.7649163,-0.55307424,6.9406223,-0.6417915,-0.5064974,7.036803,-0.877544,-0.36424533,6.893736,-0.5224411,-0.72035134,6.950154,-0.7023581,-0.24222592,6.7586174,-0.7044443,-0.7921519,6.800607,-0.5648986,-0.4527441,6.7905846,-0.7844867,-0.814798,6.8079863,-0.55407697,-0.5351366,6.785337
71,-0.649896,-0.007115409,7.054564,-0.58217794,0.075323045,7.0915165,-0.69243085,0.0889275,7.0195227,-0.68196684,-0.10762599,7.079288,-0.3461351,0.3282244,6.9338765,-0.66600364,0.3809144,6.7667294,-0.68537956,-0.23561054,7.034681,-0.6064879,0.53363806,7.157507,-0.6776939,0.69054276,7.0195713,-0.6916857,-0.28795978,7.0124264,-0.54706526,0.6508467,7.13828,-0.6357515,0.7777482,6.928493,-0.77667135,-0.48346063,7.0029683,-0.68210787,-0.4265084,7.0503554,-0.8082861,-0.36876914,6.98631,-0.7571758,-0.55215275,6.95887,-0.6331537,-0.50459206,7.0520353,-0.8673059,-0.3620384,6.9090195,-0.5184698,-0.7205292,6.9642572,-0.6886888,-0.23733759,6.781029,-0.69827366,-0.8003361,6.816115,-0.5417069,-0.44113842,6.814142,-0.77882904,-0.8214971,6.822208,-0.5239932,-0.52232635,6.80886
72,-0.63635415,-0.0065360814,7.0532565,-0.5683843,0.07613523,7.0892134,-0.6788173,0.08923824,7.017402,-0.66853356,-0.10674319,7.0790486,-0.32899216,0.32556888,6.9310994,-0.658054,0.38037252,6.7631016,-0.672646,-0.23472962,7.0345054,-0.5851954,0.54246116,7.1486,-0.6646204,0.69063014,7.015357,-0.67926776,-0.2869422,7.012023,-0.5228146,0.65760577,7.126488,-0.6223747,0.77636087,6.923027,-0.7653983,-0.4819017,7.00178,-0.67030925,-0.42576545,7.0490894,-0.7964358,-0.3669371,6.9859395,-0.74653876,-0.5511757,6.9583206,-0.62174654,-0.5041092,7.049647,-0.85547566,-0.3589493,6.9087844,-0.5083244,-0.7217403,6.9644513,-0.6767928,-0.22898409,6.7862387,-0.6866881,-0.8063335,6.817227,-0.5225836,-0.427584,6.8180585,-0.76752734,-0.825605,6.825455,-0.49949163,-0.50734,6.811822
73,-0.631374,-0.00653553,7.0542297,-0.56313884,0.07596399,7.0900784,-0.67368674,0.089350656,7.018497,-0.6637342,-0.10667698,7.0800505,-0.32216012,0.32171285,6.92864,-0.65523845,0.3812363,6.76488,-0.66764534,-0.23454703,7.0351567,-0.57471883,0.5469037,7.141928,-0.65863097,0.6923558,7.0161343,-0.6741833,-0.2867012,7.012514,-0.5100793,0.66025096,7.117175,-0.6167877,0.77693117,6.922564,-0.7599615,-0.48179418,7.0018635,-0.664992,-0.42557895,7.049319,-0.7911978,-0.36685503,6.98623,-0.7413818,-0.5512681,6.9586024,-0.61624885,-0.5038125,7.0494328,-0.849728,-0.3587491,6.9086995,-0.5042099,-0.7228024,6.965905,-0.6692198,-0.22977646,6.7877917,-0.67824674,-0.8108467,6.8155584,-0.5129352,-0.4266432,6.82025,-0.7591281,-0.8305092,6.822317,-0.48836568,-0.5058431,6.812709
74,-0.6210455,-0.003095448,7.052043,-0.5523162,0.078985974,7.0879073,-0.6633561,0.09313295,7.0172396,-0.653491,-0.103311375,7.0774646,-0.3084891,0.3198689,6.92344,-0.6462256,0.38186437,6.7599463,-0.6570612,-0.23065685,7.031076,-0.55574363,0.55665517,7.1302886,-0.6444101,0.6924944,7.0118217,-0.66341716,-0.28253126,7.0077496,-0.4871695,0.6670205,7.1027994,-0.6041487,0.777525,6.9179707,-0.7475952,-0.4781615,6.9945025,-0.6528907,-0.4218691,7.042394,-0.77986884,-0.36326754,6.980758,-0.7294671,-0.5476383,6.9510555,-0.6036685,-0.49977416,7.040302,-0.8374672,-0.35400736,6.9026613,-0.4949343,-0.72095203,6.9581842,-0.6561845,-0.22678326,6.7810616,-0.65952194,-0.81854886,6.8031664,-0.49281693,-0.4195311,6.800917,-0.74005306,-0.8401013,6.808097,-0.46944678,-0.4981314,6.7864604
75,-0.61122125,0.0010431856,7.067553,-0.542499,0.0829982,7.1037188,-0.65320253,0.09734921,7.032566,-0.64396167,-0.09911311,7.092831,-0.29454434,0.31619406,6.934415,-0.6415257,0.38958412,6.778949,-0.64664054,-0.22620809,7.0457015,-0.53709364,0.566779,7.130287,-0.63681155,0.6965189,7.035278,-0.65279716,-0.2780589,7.0222692,-0.4648827,0.6740111,7.099866,-0.5987867,0.7818751,6.9407916,-0.7379927,-0.4731382,7.0074906,-0.6440826,-0.4173714,7.0575137,-0.7691229,-0.35806173,6.9926767,-0.7184072,-0.5420527,6.963781,-0.5957536,-0.49586052,7.057115,-0.8244647,-0.34818292,6.9130387,-0.48767704,-0.7188088,6.979015,-0.64198834,-0.21952343,6.7947807,-0.6463191,-0.82289314,6.8220305,-0.47048283,-0.40399706,6.822892,-0.7269075,-0.84461975,6.824777,-0.4406873,-0.4807489,6.8104606
76,-0.6070838,0.00097568333,7.075039,-0.53825176,0.08283199,7.1112194,-0.6488825,0.0973366,7.0399847,-0.64000624,-0.099116504,7.1003346,-0.28904435,0.314623,6.9418254,-0.63907176,0.39205617,6.7891793,-0.6424902,-0.22614181,7.0530066,-0.5273458,0.5721774,7.133833,-0.63377964,0.6995597,7.044814,-0.648429,-0.27792478,7.0293694,-0.45290804,0.67788786,7.1034536,-0.596266,0.7844509,6.9497066,-0.7329073,-0.47321042,7.013259,-0.63940156,-0.41738006,7.0639644,-0.7643575,-0.3581662,6.9988775,-0.71249473,-0.5418489,6.969494,-0.5910344,-0.49584195,7.0630994,-0.81901866,-0.34775022,6.918839,-0.48428112,-0.71957207,6.985416,-0.6346564,-0.21727845,6.8055983,-0.6415283,-0.82704663,6.829316,-0.45922056,-0.39783236,6.83488,-0.72216886,-0.848575,6.832093,-0.42467666,-0.4727392,6.823529
77,-0.596695,0.0031569004,7.0799856,-0.5277344,0.08477293,7.1164627,-0.63803256,0.099666595,7.044794,-0.6300513,-0.09683196,7.105121,-0.27537405,0.31372368,6.947876,-0.63131636,0.39310098,6.792385,-0.6325813,-0.2236888,7.057346,-0.50728166,0.58341444,7.130837,-0.6254554,0.7027622,7.045389,-0.6383592,-0.27528793,7.0332704,-0.43022978,0.68652403,7.098126,-0.5892485,0.78758395,6.9497147,-0.7216656,-0.47080588,7.014156,-0.6289595,-0.4150715,7.066411,-0.75356275,-0.35576904,7.0007315,-0.6996857,-0.53896433,6.9703994,-0.580194,-0.49327314,7.064729,-0.8071259,-0.34423596,6.9201064,-0.47337443,-0.7154075,6.9826803,-0.62380606,-0.21161686,6.80767,-0.62622184,-0.8334627,6.8298883,-0.44210017,-0.38767767,6.8225174,-0.70591533,-0.8578268,6.8353124,-0.40667698,-0.46080995,6.804351
