frame,joint0_x,joint0_y,joint0_z,joint1_x,joint1_y,joint1_z,joint2_x,joint2_y,joint2_z,joint3_x,joint3_y,joint3_z,joint4_x,joint4_y,joint4_z,joint5_x,joint5_y,joint5_z,joint6_x,joint6_y,joint6_z,joint7_x,joint7_y,joint7_z,joint8_x,joint8_y,joint8_z,joint9_x,joint9_y,joint9_z,joint10_x,joint10_y,joint10_z,joint11_x,joint11_y,joint11_z,joint12_x,joint12_y,joint12_z,joint13_x,joint13_y,joint13_z,joint14_x,joint14_y,joint14_z,joint15_x,joint15_y,joint15_z,joint16_x,joint16_y,joint16_z,joint17_x,joint17_y,joint17_z,joint18_x,joint18_y,joint18_z,joint19_x,joint19_y,joint19_z,joint20_x,joint20_y,joint20_z,joint21_x,joint21_y,joint21_z,joint22_x,joint22_y,joint22_z,joint23_x,joint23_y,joint23_z
20,-1.170869,-0.07295014,7.048451,-1.1236643,0.015757456,7.0999293,-1.203827,0.01802224,6.9946074,-1.2043897,-0.17410576,7.0681005,-1.1380993,0.39352804,7.059845,-0.99973476,0.2502209,6.7616067,-1.217115,-0.30679333,7.0433292,-1.5062315,0.37604314,7.215286,-0.9615733,0.6146641,6.921796,-1.2235694,-0.36061436,7.0249686,-1.5553362,0.49932685,7.2206187,-0.91284835,0.6650842,6.808911,-1.3138156,-0.5538542,7.0317926,-1.2198256,-0.49460942,7.07748,-1.3412286,-0.44079566,7.001836,-1.2997673,-0.62322634,6.9866986,-1.1597443,-0.563046,7.0917296,-1.4086398,-0.44334537,6.9314675,-0.9798634,-0.6539863,6.9278426,-1.3347566,-0.37564862,6.6995316,-1.212108,-0.65569603,6.845963,-1.3200426,-0.58892804,6.8356576,-1.2870865,-0.6903624,6.858233,-1.3663657,-0.6500729,6.8680406
21,-1.159375,-0.07217398,7.0592394,-1.1115352,0.016584024,7.11004,-1.1932899,0.018771484,7.005947,-1.1924336,-0.1733921,7.0793443,-1.1247221,0.3945155,7.071058,-0.9951158,0.25221562,6.769114,-1.2053114,-0.30599046,7.0541778,-1.491754,0.3798827,7.2293687,-0.95173573,0.6174934,6.9260406,-1.2119582,-0.3597607,7.035737,-1.539079,0.50387913,7.234248,-0.9057379,0.66737825,6.8117824,-1.3024629,-0.55291235,7.0415626,-1.2082238,-0.49411714,7.087317,-1.3298167,-0.4396121,7.012478,-1.289735,-0.62287253,6.9969883,-1.148429,-0.5628502,7.1013436,-1.3973601,-0.44157732,6.9422174,-0.9683448,-0.6589016,6.9406266,-1.3225881,-0.37626135,6.709884,-1.1994525,-0.6579233,6.8555794,-1.3028182,-0.59265095,6.8403435,-1.2754762,-0.6900208,6.8683944,-1.3485014,-0.65442073,6.8724475
22,-1.1537415,-0.07142213,7.064738,-1.1058798,0.017096356,7.1159344,-1.187882,0.019789562,7.0120482,-1.1866413,-0.17279057,7.0843396,-1.119514,0.39519894,7.0788107,-0.9922699,0.2526803,6.7725554,-1.199255,-0.30527186,7.0584335,-1.4845762,0.37943494,7.241506,-0.9455622,0.61894673,6.926187,-1.2059538,-0.35904294,7.0400143,-1.5311875,0.5036393,7.247771,-0.90035367,0.66807467,6.811288,-1.2967145,-0.55208445,7.0454965,-1.2026597,-0.49336207,7.091721,-1.3237758,-0.43877584,7.016171,-1.283782,-0.62187815,7.00072,-1.1435564,-0.5625434,7.1064568,-1.3909372,-0.4413274,6.9455643,-0.961903,-0.6600578,6.948409,-1.3134886,-0.37610525,6.714083,-1.192318,-0.6595435,6.861499,-1.2929405,-0.5916809,6.8457637,-1.2682253,-0.6922129,6.8735347,-1.3379529,-0.6542872,6.877188
23,-1.1457927,-0.07107364,7.077238,-1.0980716,0.017212719,7.128964,-1.1799657,0.020388857,7.0250063,-1.1786149,-0.17257845,7.096256,-1.1042308,0.39545065,7.0912294,-0.9846842,0.25427562,6.786215,-1.1899163,-0.30489245,7.0689282,-1.4673367,0.37665415,7.257932,-0.9402816,0.62385035,6.932429,-1.1961777,-0.35862228,7.0502367,-1.5153233,0.5000956,7.2678356,-0.89492154,0.6724272,6.817355,-1.2857914,-0.55224776,7.053582,-1.1926694,-0.49319848,7.1012564,-1.3132036,-0.4389502,7.0245414,-1.2731622,-0.6217773,7.008311,-1.1335827,-0.56238616,7.116029,-1.3786948,-0.44174728,6.952392,-0.95176965,-0.6655445,6.9617934,-1.2965381,-0.37607762,6.7226667,-1.1790334,-0.66185117,6.867018,-1.2755561,-0.5953629,6.848001,-1.2557187,-0.69312537,6.8777595,-1.3202349,-0.658466,6.8789034
24,-1.1334226,-0.072260484,7.0736732,-1.0842477,0.016084462,7.123916,-1.1680185,0.01905258,7.021458,-1.166478,-0.17343998,7.093977,-1.0796641,0.39359683,7.0793176,-0.9763622,0.2557152,6.782465,-1.1780558,-0.30597648,7.0678706,-1.4429647,0.37580085,7.2457047,-0.93547183,0.6251931,6.929942,-1.1846148,-0.35987785,7.049785,-1.493078,0.49847257,7.254586,-0.89158535,0.6756326,6.815099,-1.273285,-0.55391586,7.0541897,-1.1799585,-0.4943954,7.1008673,-1.3015202,-0.4407706,7.025345,-1.2610428,-0.6237092,7.009219,-1.1212891,-0.56399536,7.1153636,-1.3679988,-0.44386223,6.9541163,-0.9406685,-0.6697893,6.961513,-1.2787077,-0.3712254,6.729201,-1.1668309,-0.6645187,6.8642116,-1.254869,-0.5963508,6.8431535,-1.2433506,-0.6963713,6.87442,-1.3004171,-0.66023564,6.8710327
25,-1.1250316,-0.071964696,7.070117,-1.0752227,0.016196102,7.120058,-1.1603914,0.019548401,7.018771,-1.1577485,-0.17325044,7.09044,-1.0704544,0.39395243,7.0775943,-0.9722003,0.25745115,6.77826,-1.1694174,-0.30574265,7.06415,-1.43189,0.37560076,7.2479362,-0.931409,0.62572753,6.92874,-1.1761099,-0.35962224,7.0460477,-1.4816129,0.4983859,7.2574244,-0.88933754,0.67651474,6.8133717,-1.2642177,-0.5538858,7.0516415,-1.1703522,-0.49416208,7.096959,-1.2931652,-0.4407925,7.023303,-1.2522063,-0.62400085,7.0071115,-1.1110703,-0.5634451,7.110447,-1.3605275,-0.44353443,6.952895,-0.9328422,-0.6692511,6.9538393,-1.2698396,-0.36918682,6.7291007,-1.1594999,-0.66421914,6.8576846,-1.2464346,-0.59540147,6.840967,-1.2361676,-0.69551426,6.8684907,-1.2930907,-0.6588119,6.868087
26,-1.1091626,-0.070454955,7.0451684,-1.0584002,0.01763159,7.094273,-1.1437612,0.020968124,6.993148,-1.1428008,-0.17125224,7.0663953,-1.0290294,0.3938507,7.0482044,-0.95663106,0.25885442,6.7517943,-1.1547662,-0.30364394,7.039735,-1.3924768,0.36984825,7.213488,-0.92511994,0.62756294,6.903441,-1.1615814,-0.3574258,7.0213895,-1.4475825,0.489847,7.2277093,-0.8813188,0.6790272,6.78902,-1.2495818,-0.55179536,7.0244,-1.1557157,-0.49264312,7.070461,-1.2786096,-0.4383424,6.9976244,-1.2376183,-0.6210267,6.978496,-1.0967946,-0.56247514,7.082634,-1.346086,-0.4407038,6.9273124,-0.9187634,-0.67117953,6.927797,-1.2525624,-0.36633527,6.7046947,-1.1415218,-0.6631078,6.8231153,-1.2279568,-0.5994892,6.800969,-1.218508,-0.69446605,6.8311076,-1.2738588,-0.66422945,6.8261657
27,-1.0944537,-0.066794425,7.035238,-1.0434091,0.021034911,7.0845103,-1.1298554,0.02494821,6.9843326,-1.1275885,-0.1678539,7.056005,-1.0082235,0.39710957,7.041435,-0.9484125,0.26875633,6.7445507,-1.1398515,-0.30014843,7.0289993,-1.3703167,0.36764526,7.208794,-0.91878355,0.63665056,6.898536,-1.1467367,-0.35390288,7.0106,-1.4278352,0.48617303,7.225569,-0.8750525,0.6873948,6.783767,-1.2352883,-0.5480145,7.014052,-1.1411893,-0.489056,7.0598845,-1.2640289,-0.43452287,6.9871306,-1.2225606,-0.61771506,6.9690723,-1.082951,-0.55934256,7.0727096,-1.331973,-0.4366876,6.9172635,-0.90379494,-0.6688929,6.9197783,-1.23573,-0.36066377,6.696371,-1.1283568,-0.6628203,6.818883,-1.2130426,-0.5924776,6.7962837,-1.2049849,-0.69451636,6.8287616,-1.258537,-0.65726846,6.822082
28,-1.0864961,-0.064427465,7.021015,-1.0347513,0.022547975,7.071066,-1.1219842,0.028120652,6.9716516,-1.1198162,-0.1656482,7.0406704,-0.99904144,0.39938956,7.0358396,-0.94554245,0.27501133,6.7312922,-1.1334993,-0.29775113,7.0134106,-1.3621178,0.36693323,7.200494,-0.9099979,0.6437179,6.882049,-1.1406302,-0.3514154,6.9948425,-1.4190439,0.4858005,7.2168818,-0.86496556,0.6948928,6.767977,-1.2300193,-0.54511184,6.999731,-1.1351615,-0.4864735,7.0443954,-1.2585351,-0.43155533,6.9728446,-1.2162431,-0.6148527,6.9551244,-1.076875,-0.5568779,7.0563235,-1.3269907,-0.4338765,6.903484,-0.8960854,-0.6638923,6.903519,-1.2293825,-0.3542633,6.684463,-1.1214678,-0.66139996,6.804316,-1.2093234,-0.5848462,6.7877297,-1.1974499,-0.6934881,6.817398,-1.2519152,-0.6516769,6.8132787
29,-1.0772915,-0.063724324,7.0223346,-1.0254295,0.023122028,7.0724883,-1.112055,0.02887559,6.9725537,-1.1112022,-0.16474172,7.0420256,-0.9728276,0.398198,7.039674,-0.93900347,0.27894062,6.733013,-1.1246078,-0.29676494,7.0142465,-1.3357525,0.36106613,7.203673,-0.9020067,0.64998823,6.8775487,-1.131712,-0.3504459,6.9957166,-1.3946595,0.47810328,7.2253723,-0.85587585,0.6987784,6.7628717,-1.2213814,-0.5440618,6.997933,-1.127217,-0.48580948,7.044528,-1.2493213,-0.43030968,6.971269,-1.2078241,-0.61386836,6.953362,-1.069501,-0.55664325,7.056687,-1.3159449,-0.43268248,6.9001484,-0.8882813,-0.6691103,6.9083743,-1.2105168,-0.35192952,6.6852074,-1.111057,-0.6618303,6.8036714,-1.1979698,-0.5834694,6.7875147,-1.187361,-0.69363785,6.815507,-1.2427489,-0.65008163,6.8096685
30,-1.0638028,-0.062762335,7.0130424,-1.011161,0.024070084,7.0624013,-1.0990113,0.029819638,6.963542,-1.0976528,-0.16368341,7.033324,-0.9504574,0.39828688,7.034071,-0.9343034,0.28246224,6.7208443,-1.1121309,-0.2958128,7.0066075,-1.3116977,0.3601356,7.201519,-0.8926807,0.6546358,6.8611655,-1.1194576,-0.34963626,6.9885845,-1.37193,0.47591883,7.226114,-0.8473332,0.7021032,6.7456245,-1.2091103,-0.54324704,6.9917297,-1.114707,-0.48488235,7.037697,-1.2371904,-0.42955953,6.9649386,-1.19575,-0.6131038,6.9471784,-1.0570577,-0.55574393,7.0500097,-1.3044595,-0.43273157,6.8944597,-0.8752648,-0.6681957,6.902388,-1.1946312,-0.34914207,6.682832,-1.1000147,-0.6616475,6.8019423,-1.1793698,-0.5805617,6.7850423,-1.1765866,-0.6912542,6.817248,-1.2220925,-0.6484927,6.8072524
31,-1.0590701,-0.061946347,7.0199585,-1.0065433,0.024935454,7.069353,-1.0944887,0.03061758,6.9705744,-1.0927197,-0.16294742,7.0401745,-0.9465451,0.3995384,7.0448866,-0.9320982,0.28322387,6.726282,-1.1072725,-0.29514223,7.013826,-1.3066452,0.3590725,7.2142367,-0.8900701,0.65420276,6.869614,-1.1145456,-0.34899038,6.995855,-1.3674473,0.4743686,7.239702,-0.84443974,0.7013663,6.75406,-1.2033559,-0.5429971,6.998447,-1.1092566,-0.48433042,7.044652,-1.2319036,-0.42937005,6.9718947,-1.190401,-0.6128684,6.953799,-1.0515093,-0.5551458,7.056769,-1.2988294,-0.43293965,6.9011087,-0.87013316,-0.66862667,6.9094224,-1.1892312,-0.35032952,6.6889772,-1.0941119,-0.6636904,6.807178,-1.1714302,-0.5824737,6.789113,-1.1709782,-0.6921926,6.823093,-1.2143612,-0.6505589,6.810432
32,-1.0468023,-0.063101575,7.017539,-0.9937767,0.024026483,7.065957,-1.0823964,0.029179692,6.967754,-1.0804926,-0.16389605,7.0386963,-0.9264858,0.39712158,7.037715,-0.9238308,0.2802101,6.7193594,-1.0948857,-0.2961187,7.0123997,-1.2819852,0.35570002,7.216302,-0.884728,0.6520531,6.8612723,-1.102064,-0.34995958,6.994369,-1.3448832,0.4687653,7.2462792,-0.83828187,0.6983117,6.7456775,-1.1889603,-0.5448482,6.9945436,-1.0955337,-0.48579535,7.0416136,-1.2185767,-0.4312087,6.9692445,-1.1774489,-0.61556256,6.9508367,-1.0380129,-0.55696225,7.0527053,-1.2849483,-0.4351718,6.8979597,-0.8594205,-0.67582643,6.9062057,-1.1752145,-0.35111764,6.6864667,-1.0752864,-0.6666442,6.788043,-1.1495947,-0.5917715,6.761728,-1.1531057,-0.69489145,6.799011,-1.1944168,-0.66012466,6.7776017
33,-1.034197,-0.06158051,7.018291,-0.9809791,0.025101587,7.067295,-1.0702164,0.03117399,6.9697056,-1.0676286,-0.1626368,7.0385923,-0.9069524,0.39722544,7.0434294,-0.9161691,0.286233,6.7225747,-1.0808856,-0.29453838,7.0101714,-1.2591518,0.35767013,7.2288475,-0.881789,0.6575878,6.8669677,-1.0879533,-0.34825683,6.9917364,-1.3181725,0.4715746,7.2632117,-0.83517385,0.70295364,6.751087,-1.1757014,-0.54276335,6.991443,-1.0822794,-0.48411548,7.0390263,-1.2046795,-0.4289977,6.965973,-1.1647544,-0.6133015,6.947309,-1.0253905,-0.5555607,7.051501,-1.2703928,-0.43207788,6.8940372,-0.84640485,-0.68006784,6.9102626,-1.1558214,-0.35108954,6.683918,-1.0635647,-0.669415,6.7946215,-1.1351887,-0.5895887,6.767148,-1.1410964,-0.6984191,6.8056526,-1.1818179,-0.65633565,6.784576
34,-1.0278949,-0.06110859,7.020409,-0.9747112,0.025354758,7.069835,-1.063822,0.031855747,6.9721575,-1.0613854,-0.16223596,7.0402546,-0.89827573,0.39717144,7.048961,-0.91160333,0.28918916,6.7262545,-1.0739924,-0.2939874,7.010858,-1.2502167,0.3586914,7.2350945,-0.87990767,0.6591196,6.8748565,-1.080938,-0.34764737,6.9922075,-1.3099725,0.4722104,7.269464,-0.8314637,0.7040901,6.759574,-1.1681138,-0.54240274,6.9903846,-1.0750773,-0.4837637,7.0387273,-1.197311,-0.42857438,6.9654493,-1.1574581,-0.6125996,6.9456387,-1.018847,-0.55573946,7.051139,-1.2628572,-0.43196315,6.8933754,-0.8410263,-0.682367,6.910315,-1.1489065,-0.35018408,6.6832247,-1.0551032,-0.6701538,6.789209,-1.1263219,-0.5901434,6.761611,-1.1331376,-0.6986501,6.7977347,-1.1730359,-0.6571452,6.7777886
35,-1.0193967,-0.062183157,7.042113,-0.9660472,0.024342164,7.091251,-1.0554982,0.030721605,6.9938765,-1.0528108,-0.16328919,7.0621943,-0.87698424,0.39293772,7.064217,-0.90481716,0.2942287,6.75363,-1.0644388,-0.29497743,7.0321193,-1.2264749,0.35969013,7.255893,-0.87759244,0.66431206,6.9027367,-1.0710614,-0.34858292,7.0131965,-1.2828125,0.47395748,7.2934117,-0.8282362,0.7082612,6.787447,-1.1575346,-0.54364127,7.010507,-1.0648401,-0.48482734,7.0592923,-1.1870711,-0.4298377,6.9858603,-1.1466968,-0.6143554,6.966628,-1.0086828,-0.5568032,7.0720296,-1.2522596,-0.43232298,6.913426,-0.83148026,-0.6884904,6.935121,-1.135691,-0.3498705,6.704981,-1.0441599,-0.6728993,6.811959,-1.117742,-0.5909257,6.7811723,-1.1225182,-0.7006171,6.82007,-1.165686,-0.6570847,6.7972198
36,-1.0109309,-0.061845988,7.0684366,-0.9563814,0.024536416,7.1164966,-1.0478914,0.031169504,7.021072,-1.0440896,-0.16291101,7.0891385,-0.8606976,0.3912515,7.086657,-0.9044953,0.3047293,6.7877016,-1.0562825,-0.2946294,7.0594215,-1.2086173,0.36172944,7.28177,-0.8775154,0.6713167,6.9452496,-1.0633713,-0.3482741,7.0407805,-1.2616928,0.4767571,7.321648,-0.8294234,0.7152878,6.8294353,-1.1501262,-0.5432209,7.039381,-1.0564096,-0.48462695,7.086448,-1.1800019,-0.4293276,7.0155716,-1.1387948,-0.6140137,6.9957542,-1.0001802,-0.55671686,7.098183,-1.2465601,-0.43094265,6.944369,-0.82462484,-0.69022614,6.960918,-1.1239425,-0.34444398,6.7410984,-1.0398792,-0.6765538,6.842076,-1.1098208,-0.5847785,6.820312,-1.1190488,-0.7009147,6.8526964,-1.1573304,-0.6514712,6.835415
37,-1.0070564,-0.062320024,7.0843306,-0.9525265,0.024172142,7.132215,-1.0441748,0.030603766,7.0369096,-1.0400858,-0.16339387,7.105195,-0.85968804,0.3917582,7.1041584,-0.90441996,0.30835676,6.806299,-1.052496,-0.2952866,7.076354,-1.2057716,0.36383125,7.302741,-0.87697643,0.6725791,6.969163,-1.0596743,-0.34905112,7.058097,-1.2577133,0.47920644,7.3431044,-0.82860786,0.7164967,6.8534436,-1.1466329,-0.5439121,7.05816,-1.0528207,-0.48507988,7.104737,-1.1764077,-0.43016148,7.0335555,-1.1354697,-0.6148839,7.014781,-0.996632,-0.557127,7.1169205,-1.2428423,-0.43216914,6.962247,-0.8222394,-0.69073427,6.9782753,-1.1171889,-0.34542978,6.760943,-1.0397522,-0.67861015,6.8634453,-1.1058427,-0.5835848,6.8468986,-1.1187407,-0.70261675,6.8760386,-1.1539942,-0.6498623,6.861794
38,-0.99571943,-0.063085005,7.0898366,-0.94108856,0.023108259,7.138143,-1.0327861,0.030117914,7.042926,-1.0288228,-0.16423896,7.1101894,-0.8373476,0.3866502,7.0981345,-0.8934988,0.31177735,6.816815,-1.0404369,-0.29584455,7.0797496,-1.1769603,0.36244613,7.308054,-0.87430483,0.6722183,6.989005,-1.0471218,-0.34958377,7.0612326,-1.227071,0.47623816,7.354732,-0.8251315,0.7172537,6.874057,-1.1347494,-0.5441445,7.061547,-1.0415595,-0.48520193,7.1092205,-1.163692,-0.4305252,7.035392,-1.123527,-0.616366,7.0202985,-0.9849065,-0.556509,7.123438,-1.2282284,-0.4318274,6.962345,-0.81011367,-0.69527113,6.990477,-1.0967414,-0.34536448,6.764681,-1.0289718,-0.6807939,6.8785114,-1.0895674,-0.5823387,6.8542724,-1.107967,-0.7045146,6.891594,-1.1377835,-0.64860725,6.868998
39,-0.9839534,-0.06096387,7.1021624,-0.9285551,0.024809763,7.1503415,-1.020842,0.03256035,7.055753,-1.0174495,-0.16200016,7.122457,-0.81514883,0.3847229,7.1042185,-0.88631994,0.32004717,6.8341355,-1.0280939,-0.2933731,7.0906863,-1.1529977,0.36071965,7.3169875,-0.8699452,0.6736953,7.020148,-1.0344555,-0.34702873,7.0718164,-1.2039944,0.47319835,7.365839,-0.8209357,0.7206006,6.9058795,-1.1217685,-0.54173106,7.0715046,-1.0291255,-0.48259002,7.1199913,-1.1506472,-0.4281848,7.044964,-1.111982,-0.6142127,7.030347,-0.9729369,-0.55410236,7.1349993,-1.2138638,-0.42954147,6.970773,-0.7988603,-0.698558,7.0072646,-1.0826153,-0.34034836,6.774166,-1.0166285,-0.685244,6.893052,-1.073196,-0.5775589,6.8629208,-1.095965,-0.7085821,6.9046764,-1.1211892,-0.6441172,6.877056
40,-0.97811705,-0.061149552,7.1038866,-0.9225504,0.02436173,7.1523376,-1.0153953,0.032644853,7.058342,-1.0113642,-0.16236854,7.123674,-0.809497,0.38452986,7.107354,-0.8832598,0.3202561,6.835454,-1.0217876,-0.29358596,7.0911956,-1.1427279,0.36080915,7.3273168,-0.8672449,0.67224795,7.0246124,-1.0281658,-0.3471644,7.072113,-1.1920279,0.47326797,7.377924,-0.8181864,0.71909356,6.910341,-1.1148002,-0.5421656,7.0708513,-1.0222852,-0.48297334,7.1195197,-1.1441175,-0.42857438,7.0449934,-1.1058602,-0.6144195,7.029105,-0.9662813,-0.5547809,7.1337895,-1.2071357,-0.43016577,6.9706383,-0.79310185,-0.6993528,7.004972,-1.0769504,-0.34085336,6.77338,-1.008905,-0.6867857,6.8870068,-1.0614837,-0.5812232,6.852234,-1.088295,-0.710924,6.896423,-1.1080986,-0.6491392,6.8643837
41,-0.96667224,-0.060171425,7.111512,-0.91023993,0.024890527,7.1597533,-1.0050063,0.034058504,7.067779,-0.99936736,-0.16165487,7.13086,-0.7928638,0.3829543,7.109366,-0.8736191,0.3283587,6.8533406,-1.0098876,-0.29262578,7.0974317,-1.1165266,0.3657793,7.343751,-0.8656171,0.6775983,7.048028,-1.0164542,-0.3461278,7.078199,-1.1585596,0.48034418,7.3961596,-0.8158384,0.7248855,6.934251,-1.102881,-0.5412216,7.0769997,-1.0098104,-0.48218405,7.124789,-1.1326562,-0.42752695,7.052139,-1.0929304,-0.6130804,7.0348024,-0.95384395,-0.5542141,7.1380486,-1.1964424,-0.42858046,6.978432,-0.78198624,-0.7018487,7.010946,-1.0644034,-0.33719975,6.7833652,-0.9948648,-0.68923426,6.887786,-1.0402285,-0.579431,6.853895,-1.0755033,-0.70936096,6.895936,-1.082257,-0.6504316,6.865105
42,-0.9540569,-0.05730392,7.1217046,-0.896564,0.02823022,7.167811,-0.9934413,0.03649372,7.0779753,-0.98624426,-0.15860718,7.1427717,-0.77087384,0.3817454,7.106535,-0.86649483,0.32915968,6.8586802,-0.99756134,-0.28966826,7.109963,-1.0972188,0.36911917,7.337465,-0.8543125,0.6844336,7.041895,-1.0045656,-0.34310627,7.090707,-1.1379205,0.48566836,7.3864365,-0.80708146,0.7282586,6.9256716,-1.09199,-0.53775877,7.0907655,-0.99761105,-0.47934377,7.1367183,-1.1217154,-0.4238364,7.066907,-1.0813913,-0.609785,7.0490136,-0.9419536,-0.5518903,7.148365,-1.186879,-0.42349505,6.9944086,-0.7734886,-0.70609236,7.024561,-1.0533259,-0.3310771,6.800867,-0.9867003,-0.69195175,6.9021454,-1.0247118,-0.5732119,6.8700542,-1.068157,-0.706905,6.912883,-1.0658667,-0.64454,6.882372
43,-0.9473147,-0.056715667,7.1210284,-0.8896133,0.028917402,7.1666884,-0.9870479,0.037000924,7.077441,-0.9792845,-0.15802361,7.142402,-0.7592527,0.37930235,7.09768,-0.861172,0.3304037,6.858514,-0.9903625,-0.28913486,7.109712,-1.0848453,0.3718219,7.3298917,-0.8515856,0.6847224,7.0437217,-0.99743456,-0.34259266,7.090536,-1.124957,0.48930526,7.377086,-0.8047052,0.72942764,6.927692,-1.0853717,-0.53701353,7.090941,-0.99088955,-0.4787429,7.1368647,-1.1147707,-0.42306793,7.066791,-1.074569,-0.608965,7.049113,-0.9358101,-0.5516527,7.148981,-1.1797298,-0.42259437,6.99411,-0.76736677,-0.70841146,7.0284004,-1.0449966,-0.3315044,6.800757,-0.9806199,-0.6950132,6.9059734,-1.0174347,-0.5726645,6.873675,-1.062173,-0.7093297,6.916846,-1.0591214,-0.64361477,6.8863807
44,-0.93624073,-0.054056853,7.125821,-0.8780421,0.031621307,7.17076,-0.9764691,0.039618224,7.0826006,-0.96795845,-0.15534966,7.147638,-0.73935866,0.37696245,7.093093,-0.85218155,0.3355774,6.866221,-0.9791341,-0.28656954,7.1154203,-1.0607588,0.36881524,7.3310523,-0.8493496,0.6845832,7.061471,-0.98638517,-0.34022927,7.0968857,-1.0997442,0.4857862,7.3804135,-0.8016717,0.73064566,6.9463005,-1.0744011,-0.5345966,7.099559,-0.9796113,-0.47596675,7.144378,-1.1039007,-0.42085528,7.074582,-1.0626379,-0.6065112,7.0579267,-0.92513657,-0.5491515,7.1575274,-1.1699274,-0.4212355,7.002869,-0.76050395,-0.7131961,7.04146,-1.0346968,-0.3280579,6.8108625,-0.97439444,-0.6963388,6.9205823,-1.0032364,-0.5685002,6.884569,-1.0562471,-0.7082952,6.9320397,-1.0427845,-0.64058185,6.8977356
45,-0.9221167,-0.05219139,7.123429,-0.8629901,0.033588633,7.1669393,-0.9628735,0.041348837,7.080412,-0.9536725,-0.15330255,7.1462975,-0.71808165,0.3744955,7.0814424,-0.84634495,0.34093562,6.8647084,-0.9651931,-0.28464496,7.114707,-1.0381178,0.3714444,7.3213515,-0.84483844,0.6856291,7.067488,-0.97265416,-0.3383869,7.0964966,-1.077346,0.48805544,7.3713675,-0.80046815,0.7334796,6.951726,-1.0615761,-0.53228223,7.1019807,-0.9659944,-0.4737121,7.145167,-1.0908078,-0.41863143,7.076288,-1.0486656,-0.6050734,7.0622554,-0.9107339,-0.54635227,7.158054,-1.1571296,-0.4184327,7.004847,-0.7460948,-0.71059835,7.042281,-1.0151706,-0.32104382,6.8199177,-0.9631848,-0.6970217,6.926815,-0.98396385,-0.5584389,6.9030113,-1.0449489,-0.7055075,6.9415355,-1.0191699,-0.63274455,6.91614
46,-0.91632605,-0.052195832,7.12567,-0.8576605,0.033649087,7.169674,-0.95735,0.041348964,7.0829177,-0.947531,-0.15352374,7.1480556,-0.71125925,0.37422392,7.085405,-0.8437083,0.34314814,6.8687634,-0.95798194,-0.2848684,7.116104,-1.032311,0.37742853,7.3239517,-0.84411925,0.6858127,7.074959,-0.96508384,-0.33860746,7.0977426,-1.0702194,0.49453315,7.3738317,-0.7995261,0.7342831,6.9595404,-1.0526795,-0.53311765,7.102783,-0.9575795,-0.4739559,7.1462255,-1.0826468,-0.41963246,7.0772057,-1.0396639,-0.6055356,7.062415,-0.90209836,-0.5464314,7.159092,-1.1488274,-0.41983947,7.005634,-0.7373895,-0.7083969,7.040246,-1.0058813,-0.32132325,6.822067,-0.9539626,-0.69892406,6.923408,-0.97323984,-0.56035686,6.8997355,-1.035686,-0.7096418,6.9368434,-1.0072571,-0.63556814,6.910655
47,-0.90620476,-0.049767688,7.132936,-0.84753406,0.035830766,7.1774106,-0.94808435,0.04408022,7.0917044,-0.93670726,-0.15150893,7.1543956,-0.69564426,0.37366638,7.0918403,-0.8379986,0.34871972,6.8797255,-0.945915,-0.28226778,7.119771,-1.0128945,0.37807846,7.3354006,-0.8404499,0.68297154,7.0992827,-0.95260376,-0.3357247,7.1004558,-1.0488944,0.49444765,7.3883233,-0.796382,0.7348783,6.9851646,-1.039318,-0.53069025,7.101751,-0.9445477,-0.47191644,7.146423,-1.0697681,-0.41688585,7.078246,-1.0268962,-0.6021931,7.0596037,-0.8894775,-0.54502016,7.157355,-1.1352714,-0.41770333,7.006058,-0.7273965,-0.7092188,7.037962,-0.9951078,-0.3207063,6.81956,-0.94498837,-0.70045066,6.9229765,-0.9537903,-0.5546906,6.907759,-1.0263358,-0.7102291,6.9391336,-0.98196185,-0.63201886,6.920403
48,-0.8911542,-0.048733264,7.11981,-0.83137023,0.036541834,7.1634145,-0.9339879,0.045406528,7.0802584,-0.9211694,-0.15060924,7.141318,-0.67675924,0.37280458,7.076533,-0.83201236,0.35177737,6.866724,-0.93105197,-0.28140265,7.1070113,-0.9901037,0.38359874,7.324903,-0.8341893,0.67901134,7.0966125,-0.93780845,-0.3348053,7.087569,-1.019949,0.50129807,7.3787055,-0.7948616,0.7343765,6.9823875,-1.023719,-0.5301202,7.089591,-0.928846,-0.47094828,7.1335135,-1.0548105,-0.41644776,7.0662885,-1.0111496,-0.60195816,7.0480623,-0.8737122,-0.544051,7.144127,-1.1201663,-0.417709,6.9939733,-0.71101594,-0.7080513,7.0252995,-0.9794803,-0.32033908,6.8080635,-0.9290289,-0.7070037,6.9107833,-0.9324777,-0.5538062,6.894774,-1.0097886,-0.71876717,6.9284906,-0.9607656,-0.63112557,6.9072104
