frame,joint0_x,joint0_y,joint0_z,joint1_x,joint1_y,joint1_z,joint2_x,joint2_y,joint2_z,joint3_x,joint3_y,joint3_z,joint4_x,joint4_y,joint4_z,joint5_x,joint5_y,joint5_z,joint6_x,joint6_y,joint6_z,joint7_x,joint7_y,joint7_z,joint8_x,joint8_y,joint8_z,joint9_x,joint9_y,joint9_z,joint10_x,joint10_y,joint10_z,joint11_x,joint11_y,joint11_z,joint12_x,joint12_y,joint12_z,joint13_x,joint13_y,joint13_z,joint14_x,joint14_y,joint14_z,joint15_x,joint15_y,joint15_z,joint16_x,joint16_y,joint16_z,joint17_x,joint17_y,joint17_z,joint18_x,joint18_y,joint18_z,joint19_x,joint19_y,joint19_z,joint20_x,joint20_y,joint20_z,joint21_x,joint21_y,joint21_z,joint22_x,joint22_y,joint22_z,joint23_x,joint23_y,joint23_z
245,0.7275947,0.2919737,6.777562,0.7254929,0.3909794,6.8317914,0.6647395,0.36103395,6.718054,0.73930275,0.18580925,6.795844,1.0350833,0.5699211,6.70272,0.6629919,0.7167527,6.565344,0.8579405,0.12018475,6.795979,0.98277664,0.96112615,6.6378245,0.354485,0.839379,6.788328,0.9122844,0.1029239,6.800907,1.1052843,1.0066689,6.6142383,0.33568054,0.9565548,6.728533,1.0948292,0.033983886,6.887263,1.0054861,0.110902995,6.9103413,1.0141637,0.00087195635,6.804632,1.171284,0.06858462,6.8881407,1.0186079,0.17413181,6.976116,1.0714638,-0.07127392,6.772787,0.86223865,0.38128996,6.9870853,1.1667613,-0.29308295,6.698255,1.0695953,0.43442205,6.8653274,1.2929211,-0.5035986,6.6349955,1.151392,0.4363095,6.8485994,1.3111031,-0.5847137,6.6397815
