frame,joint0_x,joint0_y,joint0_z,joint1_x,joint1_y,joint1_z,joint2_x,joint2_y,joint2_z,joint3_x,joint3_y,joint3_z,joint4_x,joint4_y,joint4_z,joint5_x,joint5_y,joint5_z,joint6_x,joint6_y,joint6_z,joint7_x,joint7_y,joint7_z,joint8_x,joint8_y,joint8_z,joint9_x,joint9_y,joint9_z,joint10_x,joint10_y,joint10_z,joint11_x,joint11_y,joint11_z,joint12_x,joint12_y,joint12_z,joint13_x,joint13_y,joint13_z,joint14_x,joint14_y,joint14_z,joint15_x,joint15_y,joint15_z,joint16_x,joint16_y,joint16_z,joint17_x,joint17_y,joint17_z,joint18_x,joint18_y,joint18_z,joint19_x,joint19_y,joint19_z,joint20_x,joint20_y,joint20_z,joint21_x,joint21_y,joint21_z,joint22_x,joint22_y,joint22_z,joint23_x,joint23_y,joint23_z
246,0.74101394,0.28381056,6.8363385,0.7359521,0.38413137,6.887889,0.68025684,0.35085255,6.7725005,0.7526627,0.17823583,6.8577976,1.0380404,0.5767022,6.760669,0.70741147,0.6973084,6.601942,0.8727616,0.11549038,6.8623567,0.96269894,0.9594462,6.672241,0.40054518,0.8334995,6.8192453,0.92746145,0.09959254,6.8678937,1.0830737,1.0099013,6.64769,0.38746113,0.9500707,6.7568016,1.1117759,0.034543455,6.953506,1.0196533,0.10759181,6.9781785,1.0328282,0.0010859966,6.869369,1.1868436,0.07160783,6.9476414,1.0324479,0.17056572,7.044262,1.0960374,-0.063339055,6.832539,0.86575353,0.3697354,7.0497904,1.2511204,-0.24446315,6.7489977,1.0695573,0.43958545,6.930502,1.4695226,-0.3630278,6.6992197,1.1515415,0.45209086,6.9206896,1.5290763,-0.4212172,6.698514
